,Unnamed: 0,Unnamed: 0.1,fund.fundFamilyName,fund.globalId,legalName,analytics.expenseRatio,Africa,Asia Developed,Asia Emerging,Australasia,Canada,Europe Emerging,breakdowns.region.europeExEuro,breakdowns.region.eurozone,breakdowns.region.japan,breakdowns.region.latinAmerica,breakdowns.region.middleEast,breakdowns.region.other,United Kingdom,United States,breakdowns.region.unknown,breakdowns.stockSector.basicMaterials,breakdowns.stockSector.communicationServices,breakdowns.stockSector.consumerCyclical,breakdowns.stockSector.consumerDefensive,Energy,Financial Services,breakdowns.stockSector.healthcare,breakdowns.stockSector.industrials,breakdowns.stockSector.other,breakdowns.stockSector.realEstate,Technology,breakdowns.stockSector.unknown,breakdowns.stockSector.utilities,globalFundId,category,categoryId,fund,assetClass,assetType,risk.totalRisk,fund.priceReturnyr1,fund.priceReturnyr10,fund.priceReturnyr3,fund.priceReturnyr5,fund.histReturnyr1,fund.histReturnyr3,fund.histReturnyr5,fund.histSharpeRatioyr1,fund.histSharpeRatioyr3,fund.histSharpeRatioyr5,fund.histStdDevyr1,fund.histStdDevyr3,fund.histStdDevyr5,globalShareClassId,trackingErrorY1,trackingErrorY3,trackingErrorY5,final_performance,final_risk,final_tracking_error,risk_appetite
519,519,39193,BlackRock Asset Management Deutschland AG - ETF,Z95JR5QF6,iShares EURO STOXX Banks 30-15 UCITS ETF (DE) EUR Acc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.23,91.27,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,99.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Z922YZ649,Sector Equity Financial Services,EUCA000536,0.0,Equity,Fund,0.1657276861888092,32.38289,0.0,0.0,0.0,32.38289,0.0,0.0,0.74,0.0,0.0,34.17,0.0,0.0,Z95L6VUM7,18.64,0.0,0.0,10.794296666666668,11.39,6.213333333333334,low
520,520,39194,BlackRock Asset Management Deutschland AG - ETF,Z92QBFPG7,iShares STOXX Europe 600 Oil & Gas UCITS ETF (DE),0.0,0.0,0.0,0.0,0.0,0.0,1.52,12.44,36.34,0.0,0.0,0.0,0.0,48.83,0.0,0.87,0.0,0.0,0.0,0.0,89.81,0.0,0.0,7.05,0.0,0.0,0.0,0.87,2.27,Z922YZ7U0,Sector Equity Energy,EUCA000535,0.0,Equity,Fund,0.2468534263902975,18.85326,1.28252,12.26604,3.58867,23.42785,16.94481,7.72815,0.6,0.59,0.25,26.52,30.07,26.54,Z922YZNP3,15.81,19.31,15.4,16.033603333333332,27.71,16.84,high
521,521,39195,Invesco Investment Management Limited,Z95A91L77,Invesco FTSE RAFI US 1000 UCITS ETF,0.39,0.0,0.17,0.08,0.0,0.0,0.0,0.44,0.09,0.0,0.09,0.02,0.0,0.69,98.47,-0.05,3.06,7.73,8.57,8.46,9.27,19.63,13.41,10.34,0.0,3.23,11.62,-0.04,4.72,Z922YZ607,US Large-Cap Value Equity,EUCA000528,0.0,Equity,Fund,0.16491165001991956,-5.07611,8.87686,12.19011,7.0366300000000015,-3.42288,14.12495,8.88659,-0.17,0.67,0.46,23.32,21.54,19.52,Z922YZL59,1.73,3.44,2.9,6.529553333333332,21.46,2.69,medium
522,522,39196,Deka Investment GmbH,Z92FMQQ17,Deka DAX® UCITS ETF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.05,0.0,0.0,0.0,0.0,0.0,0.85,1.1,7.17,6.25,14.02,1.91,0.0,18.06,11.12,21.64,0.0,1.44,13.12,1.11,4.16,Z922YZ4A7,Germany Equity,EUCA000638,0.0,Equity,Fund,0.18861804738017005,5.63909,6.43451,8.34497,3.76674,5.63909,8.34497,3.76674,0.33,0.48,0.3,22.45,22.2,19.49,Z922YZNH1,0.36,0.24,0.24,5.916933333333333,21.38,0.28,medium
523,523,39197,BlackRock Asset Management Deutschland AG - ETF,Z92MR0SK0,iShares Dow Jones Asia Pacific Select Dividend 50 UCITS ETF (DE),0.0,0.0,26.91,3.21,33.3,0.0,0.0,0.0,0.0,34.54,0.0,0.0,0.0,1.47,0.0,0.57,9.0,4.97,11.65,0.0,0.0,27.92,0.0,21.19,0.0,15.38,3.21,0.56,6.12,Z922YZ4D1,Asia-Pacific Equity,EUCA000502,0.0,Equity,Fund,0.13987032949790404,-4.7541,-3.04755,-2.48195,-3.77457,2.21315,3.32304,1.7223700000000002,-0.15,0.17,-0.01,24.82,25.06,20.95,Z922YZL18,7.64,13.12,11.07,2.4195200000000003,23.61,10.61,medium
524,524,39198,State Street Global Advisors Ltd,Z91JKP2J1,SPDR® EURO STOXX Low Volatility UCITS ETF,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97.49,0.0,0.0,0.0,0.0,0.0,0.9,0.61,3.62,12.65,7.2,15.13,0.8,14.66,6.2,19.1,0.0,4.69,2.87,0.63,12.45,Z922YZ4L3,Eurozone Large-Cap Equity,EUCA000516,0.0,Equity,Fund,0.17125106339984922,-1.24332,0.0,2.93816,2.91787,-1.24332,2.93816,2.91787,-0.02,0.27,0.3,16.92,17.16,14.71,Z922YZKX9,8.25,7.92,7.22,1.53757,16.263333333333332,7.796666666666668,medium
525,525,39200,Amundi Luxembourg S.A.,Z95GY59P1,Amundi MSCI China ESG Leaders Select ETF DR (C),0.0,0.0,2.46,96.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.78,2.2,15.63,22.74,4.95,2.56,19.18,8.99,6.36,0.0,6.35,6.89,0.79,3.36,Z95HCG5K4,China Equity,EUCA000504,0.0,Equity,Fund,0.2529150532767824,-21.78784,0.0,0.0,0.0,-21.78784,0.0,0.0,-0.44,0.0,0.0,43.5,0.0,0.0,Z95HCG5T5,4.51,0.0,0.0,-7.262613333333332,14.5,1.5033333333333332,low
526,526,39202,BlackRock Asset Management Ireland - ETF,Z942FPT37,iShares Core MSCI EM IMI UCITS ETF USD (Dist),0.18,3.54,28.32,49.47,0.0,0.0,1.9,0.0,0.55,0.0,8.47,6.94,0.0,0.02,0.26,0.53,9.21,9.75,12.65,6.22,4.39,20.0,4.81,7.58,0.0,2.6,19.65,0.55,2.59,Z922YZ4Y5,Global Emerging Markets Equity,EUCA000507,0.0,Equity,Fund,0.17869535215063856,-16.388579999999994,0.0,-0.29748,0.0,-13.852479999999998,2.04656,0.0,-0.65,0.15,0.0,23.45,21.0,0.0,Z92P511P3,1.93,2.38,0.0,-3.935306666666666,14.816666666666668,1.4366666666666663,low
527,527,39203,BlackRock Asset Management Ireland - ETF,Z915NCCX5,iShares € Govt Bond 7-10yr UCITS ETF EUR (Dist),0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Z922YZ516,EUR Government Bond,EUCA000589,0.0,Fixed Income,Fund,0.07924793213458299,-16.911720000000006,0.11413,-7.64038,-2.8374900000000003,-16.80555,-7.5728,-2.52272,-1.53,-0.94,-0.29,11.76,7.71,6.7,Z91V3MZS4,1.77,1.26,1.07,-8.967023333333334,8.723333333333333,1.366666666666667,low
528,528,39204,BlackRock Asset Management Ireland - ETF,Z915P59B0,iShares EURO STOXX Small UCITS ETF EUR (Dist),0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.29,0.0,0.0,0.0,0.0,1.27,0.0,0.44,6.32,7.32,15.1,4.88,3.09,12.75,5.15,19.95,0.0,8.8,10.37,1.81,4.46,Z922YZ540,Eurozone Mid-Cap Equity,EUCA000851,0.0,Equity,Fund,0.19678702396988665,-2.4655400000000003,6.47674,8.55645,4.36656,-0.24175,10.44218,6.3651,0.08,0.59,0.45,23.33,21.02,18.17,Z91V3N0G6,3.0,3.62,3.49,5.521843333333334,20.84,3.37,medium
529,529,39205,BlackRock Asset Management Ireland - ETF,Z95G9FRE2,iShares Edge MSCI World Value Factor UCITS ETF USD (Dist),0.3,0.0,2.24,0.0,0.9,1.61,0.0,3.17,19.05,22.94,0.29,0.26,0.0,11.54,37.42,0.58,4.73,6.39,10.23,6.93,5.86,15.93,13.24,11.93,0.0,2.58,18.94,0.56,2.68,Z922YZ581,Global Large-Cap Value Equity,EUCA000557,0.0,Equity,Fund,0.1858475770629919,-6.67663,0.0,4.80547,-0.66875,-3.66415,7.724289999999999,2.04812,-0.19,0.41,0.13,22.7,21.05,19.26,Z92NW5HZ0,4.8,5.41,4.73,2.0360866666666664,21.003333333333334,4.98,medium
530,530,39208,State Street Global Advisors Europe Limited,Z91X7LNX0,SPDR® Bloomberg 10+ Year U.S. Corporate Bond UCITS ETF,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Z922YZ5K4,USD Corporate Bond,EUCA000691,0.0,Fixed Income,Fund,0.13208528191241248,-21.21414,0.0,-10.5098,-3.34695,-17.69988,-7.149610000000001,0.42643,-1.0,-0.45,-0.01,20.41,15.99,13.5,Z922YZGX4,8.36,6.5,5.59,-8.141020000000001,16.633333333333333,6.816666666666666,medium
531,531,39209,Amundi Asset Management,Z915P85K8,Lyxor MSCI Europe (DR) UCITS ETF Acc,0.25,0.0,0.34,0.0,0.0,0.0,0.0,26.33,48.96,0.0,0.15,0.0,0.0,22.59,1.2,0.43,6.34,3.84,10.66,11.31,6.5,17.63,15.04,14.68,0.0,1.2,6.68,2.51,3.61,Z922YZ5L2,Europe Large-Cap Blend Equity,EUCA000511,0.0,Equity,Fund,0.16826170329271278,4.855580000000002,4.79253,8.988999999999997,4.79558,4.855580000000002,9.64751,6.62057,0.32,0.62,0.5,18.95,18.12,16.15,Z926NGXK8,0.13,0.1,0.11,7.04122,17.74,0.11333333333333336,medium
532,532,39210,LGIM Managers (Europe) Limited,Z91LG03R7,L&GE Fund MSCI China A UCITS ETF,0.88,0.0,0.0,99.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,11.9,1.3,8.42,12.57,2.45,16.09,9.08,18.58,0.0,1.7,15.46,0.33,2.12,Z922YZ5M0,China Equity - A Shares,EUCA000896,0.0,Equity,Fund,0.1985990064787032,-17.9862,0.0,3.98114,0.55064,-17.9862,3.98114,0.55064,-0.39,0.23,0.16,22.98,19.14,18.56,Z922YZMF6,0.37,0.5,1.1,-4.484806666666667,20.226666666666674,0.6566666666666667,medium
533,533,39211,DWS Investment S.A. (ETF),Z929A3567,Xtrackers II Eurozone Government Bond 3-5 UCITS ETF 1C,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Z922YZ5Q1,EUR Government Bond,EUCA000589,0.0,Fixed Income,Fund,0.05721635968394104,-9.20584,0.15291,-3.74284,-1.63058,-9.20584,-3.74284,-1.63058,-1.93,-1.0,-0.38,5.14,3.43,3.19,Z922Z14U7,5.38,3.73,3.4,-4.859753333333333,3.92,4.17,low
534,534,39212,BlackRock Asset Management Ireland - ETF,Z915NC0X8,iShares MSCI Europe ex-UK UCITS ETF EUR (Dist),0.4,0.0,0.43,0.0,0.0,0.0,0.0,33.42,63.77,0.0,0.21,0.0,0.0,0.73,0.98,0.46,6.53,3.82,12.19,10.25,3.82,17.4,15.49,16.35,0.0,1.16,8.53,0.56,3.9,Z922YZ5R9,Europe ex-UK Equity,EUCA000509,0.0,Equity,Fund,0.16574442484208346,2.11601,5.7620000000000005,7.61694,4.62512,4.66011,9.71887,6.8731100000000005,0.3,0.6,0.51,19.74,18.72,16.47,Z91V3MXQ0,0.19,0.61,0.49,7.084030000000001,18.31,0.43,medium
535,535,39213,DWS Investment S.A. (ETF),Z91VLSVU0,Xtrackers II Harvest China Government Bond UCITS ETF 1D,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Z922YZ5S7,RMB Bond - Onshore,EUCA000906,0.0,Fixed Income,Fund,0.06252663254797791,-12.02445,0.0,-0.59108,-0.92358,-6.9977199999999975,2.80356,1.75597,0.88,0.66,1.12,1.31,2.22,2.23,Z922YZG55,0.85,0.98,1.02,-0.8127299999999994,1.92,0.95,low
536,536,39214,DWS Investment S.A. (ETF),Z91ZLAYQ6,Xtrackers MSCI World Information Technology UCITS ETF 1C,0.25,0.0,0.45,0.0,0.2,1.09,0.0,0.47,5.94,3.93,0.0,0.32,0.0,0.17,87.4,0.03,0.0,0.11,0.26,0.0,0.0,7.01,0.0,1.95,0.0,0.0,90.65,0.02,0.0,Z922YZ5X6,Sector Equity Technology,EUCA000542,0.0,Equity,Fund,0.2254945614308893,-12.77475,16.781670000000002,13.96426,13.62454,-12.77475,13.96427,13.62454,-0.4,0.6,0.61,30.5,25.19,22.72,Z922YZLK6,0.02,0.36,0.64,4.938020000000002,26.13666666666667,0.34,high
537,537,39215,Amundi Asset Management,Z915NWCA1,Amundi ETF MSCI UK UCITS ETF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,0.0,0.0,0.0,0.0,0.0,94.15,2.0,0.82,10.45,5.94,5.6,19.07,14.34,18.07,13.38,7.16,0.0,1.01,0.42,0.82,3.74,Z922YZ615,UK Large-Cap Equity,EUCA000550,0.0,Equity,Fund,0.14392595110743964,5.37291,5.4146199999999975,9.16447,5.518,5.37291,9.16447,5.518,0.7,0.66,0.39,12.48,14.77,13.94,Z922YZHV7,1.94,2.74,2.3,6.685126666666666,13.73,2.3266666666666667,low
538,538,39217,Amundi Asset Management,Z91KRC0J2,Lyxor PEA Asie Pacifique (MSCI AC Asia Pacific ex Japan) UCITS ETF Capi,0.6,0.0,33.66,48.33,17.38,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.16,0.28,0.0,8.83,8.46,13.57,5.31,4.14,22.81,5.38,6.31,0.0,4.09,18.47,0.2,2.43,Z922YZ7Z9,Asia-Pacific ex-Japan Equity,EUCA000501,0.0,Equity,Fund,0.17182187657931278,-7.4113,0.0,2.9817400000000003,2.09016,-7.4113,2.9817400000000003,2.09016,-0.49,0.14,-0.02,26.84,21.7,19.1,Z922YZL26,0.02,0.02,0.03,-0.7797999999999998,22.54666666666667,0.02333333333333333,medium
539,539,39218,First Trust Global Portfolios Management Limited,Z940WVCP8,First Trust Indxx NextG UCITS ETF,0.0,1.0,17.05,13.95,1.01,1.53,0.0,3.27,10.71,11.17,1.11,1.08,0.0,2.09,35.93,0.1,0.0,27.22,0.0,0.0,0.0,0.0,0.0,2.61,0.0,7.69,62.37,0.11,0.0,Z922YZAD4,Sector Equity Technology,EUCA000542,0.0,Equity,Fund,0.16642925705192424,-11.19994,0.0,3.4267199999999995,-2.86895,-11.19994,3.4267199999999995,-2.86895,-0.49,0.22,-0.17,24.6,18.53,17.15,Z922YZMY5,13.42,13.12,12.84,-3.54739,20.093333333333334,13.126666666666665,medium
540,540,39219,Amundi Asset Management,Z915NLSY6,Lyxor MSCI Water ESG Filtered (DR) UCITS ETF Dist,0.6,0.0,0.0,1.2,1.89,0.0,0.0,7.28,1.72,4.75,2.1,0.0,0.0,14.01,67.05,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,72.68,0.0,0.0,2.9,0.01,22.69,Z922YZAF9,Sector Equity Water,EUCA000828,0.0,Equity,Fund,0.1717853439438946,-1.1143,9.94793,9.3085,8.80453,-0.67842,10.24735,10.15416,-0.26,0.46,0.38,24.9,21.48,19.42,Z922YZKL5,3.88,3.41,3.54,6.5743633333333324,21.93333333333333,3.61,medium
541,541,39220,DWS Investment S.A. (ETF),Z915NR3Q7,Xtrackers MSCI Europe Small Cap UCITS ETF 1C,0.3,0.18,0.0,0.0,0.0,0.0,0.19,29.04,40.82,0.0,0.0,0.34,0.0,26.86,0.95,1.62,5.35,5.02,11.47,4.7,3.83,15.71,7.44,24.75,0.0,7.22,10.17,1.64,2.7,Z922YZAH5,Europe Small-Cap Equity,EUCA000515,0.0,Equity,Fund,0.2194589350825916,-9.73855,6.925160000000001,5.80375,1.52556,-9.73855,5.80375,1.52556,-0.08,0.42,0.33,24.84,23.96,20.84,Z922YZKR2,0.15,0.41,0.64,-0.80308,23.21333333333333,0.4,medium
542,542,39221,State Street Global Advisors Ltd,Z91V88CZ9,SPDR® ICE BofA 0-5 Year EM USD Government Bond UCITS ETF,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Z922YZAJ1,Global Emerging Markets Bond,EUCA000586,0.0,Fixed Income,Fund,0.06475279503706889,-4.74492,0.0,-4.2392,-2.68718,-2.16982,-1.64858,0.23301,-1.1,-0.46,-0.25,4.7,5.5,4.53,Z922YZNW8,9.88,8.63,7.12,-1.19513,4.91,8.543333333333335,low
543,543,39222,BNP Paribas Asset Management Luxembourg,Z9214Y0R2,BNP Paribas Easy ESG Equity Momentum Europe UCITS ETF Cap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,88.51,0.0,0.0,0.0,0.0,0.0,0.0,8.8,9.86,9.69,5.52,3.88,8.64,16.22,13.21,18.15,0.0,0.0,3.49,8.8,2.54,Z922YZAP7,Europe Large-Cap Blend Equity,EUCA000511,0.0,Equity,Fund,0.16133535101679616,1.7325700000000002,0.0,5.33367,3.13931,1.7325700000000002,5.33367,3.13931,0.16,0.4,0.3,18.99,18.06,16.1,Z922YZHP0,3.64,4.43,5.04,3.40185,17.716666666666665,4.37,medium
544,544,39223,BlackRock Asset Management Ireland - ETF,Z91ZBL6H4,iShares S&P 500 Information Technology Sector UCITS ETF USD (Acc),0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,98.99,0.33,0.0,0.0,0.0,0.0,0.0,8.5,0.0,1.79,0.0,0.0,89.37,0.34,0.0,Z922YZAQ5,Sector Equity Technology,EUCA000542,0.0,Equity,Fund,0.2261491436020097,-11.07779,0.0,15.8437,15.65579,-11.07779,15.8437,15.65579,-0.34,0.67,0.7,30.57,24.97,22.56,Z922YZLL4,1.53,2.0,1.77,6.8072333333333335,26.03333333333333,1.7666666666666668,high
545,545,39226,BlackRock Asset Management Ireland - ETF,Z915NMV04,iShares MSCI World Islamic UCITS ETF USD (Dist),0.6,0.0,0.78,0.0,3.12,4.51,0.0,5.59,10.62,4.85,0.12,0.0,0.0,5.81,64.15,0.45,12.48,0.81,7.64,5.92,16.18,0.02,16.96,9.1,0.0,1.89,27.37,0.46,1.17,Z922YZBC5,Islamic Global Equity,EUCA000840,0.0,Equity,Fund,0.1768300439889115,-5.23084,4.98873,8.73177,4.30013,-3.3346400000000003,10.6186,6.14459,-0.16,0.56,0.34,23.32,19.45,17.57,Z91V3MZV7,7.79,7.14,6.14,4.476183333333334,20.113333333333333,7.0233333333333325,medium
546,546,39229,Amundi Asset Management,Z95XGNZG6,Lyxor US Treasury 3-7Y (DR) UCITS ETF GBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Z925EDKX3,USD Government Bond,EUCA000582,0.0,Fixed Income,Fund,0.08357151395515783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Z96008HL6,0.0,0.0,0.0,0.0,0.0,0.0,
547,547,39230,Amundi Asset Management,Z923XX130,Lyxor US Treasury 1-3Y (DR) UCITS ETF– Dist,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Z925EDKY1,USD Government Bond,EUCA000582,0.0,Fixed Income,Fund,0.06847705709830522,-4.2301400000000005,-0.65293,-2.41538,-0.95979,-2.83704,-1.03614,0.7014100000000001,-2.32,-1.12,-0.45,2.58,1.77,1.65,Z925EDL04,5.3,3.94,3.81,-1.0572566666666667,2.0,4.3500000000000005,low
548,548,39231,Goldman Sachs Asset Management Fund Services Ltd,Z94F0VCV7,Goldman Sachs ActiveBeta Emerging Market Equity UCITS ETF A USD Acc,0.49,4.18,27.96,49.08,0.0,0.0,2.02,0.0,0.71,0.0,8.86,7.19,0.0,0.0,0.04,-0.04,8.02,9.48,11.71,10.48,4.02,21.62,5.41,5.92,0.0,1.01,19.75,-0.05,2.63,Z94F333G9,Global Emerging Markets Equity,EUCA000507,0.0,Equity,Fund,0.18195892389528964,-14.81717,0.0,0.43129,0.0,-14.81717,0.43129,0.0,-0.75,0.07,0.0,22.36,19.64,0.0,Z94F333P9,2.99,2.71,0.0,-4.795293333333333,14.0,1.9,low
549,549,39232,BlackRock Asset Management Deutschland AG - ETF,Z944VXZX5,iShares MSCI Brazil UCITS ETF (DE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.08,0.0,0.0,0.0,0.0,0.92,24.75,1.76,2.75,6.94,16.44,22.99,3.32,10.94,0.0,0.0,0.84,0.93,8.34,Z9456RTG7,Brazil Equity,EUCA000699,0.0,Equity,Fund,0.3947790354274907,-6.7575600000000025,0.0,-3.23321,0.0,-6.7575600000000025,-3.23321,0.0,-0.11,0.11,0.0,35.42,39.93,0.0,Z9456RTP7,0.83,0.55,0.0,-3.330256666666667,25.116666666666664,0.46,high
550,550,39233,Amundi Asset Management,Z915P8DG8,Lyxor MSCI India UCITS ETF Acc EUR,0.85,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,2.87,9.9,9.51,13.21,24.74,4.65,4.58,0.0,0.51,15.72,-0.01,5.02,Z922YZAC6,India Equity,EUCA000520,0.0,Equity,Fund,0.25122572918306457,-6.12345,7.4485,10.04245,6.34724,-6.12345,10.04246,6.34724,-0.68,0.42,0.2,19.31,25.01,22.04,Z91V3MXK3,0.98,0.56,0.51,3.422083333333333,22.12,0.6833333333333332,medium
551,551,39235,DWS Investment S.A. (ETF),Z95FAG8K7,Xtrackers MSCI World Energy UCITS ETF 1C,0.25,0.0,0.0,0.0,2.56,11.67,0.0,1.38,9.18,0.95,0.0,0.0,0.0,12.59,61.64,0.03,0.0,0.0,0.12,0.0,99.84,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,Z922YZ8F2,Sector Equity Energy,EUCA000535,0.0,Equity,Fund,0.2481769366438473,18.60494,2.92584,21.21781,6.9775800000000014,18.60494,21.21781,6.9775800000000014,0.58,0.68,0.32,33.31,36.93,32.07,Z922YZHG0,0.09,1.04,0.84,15.60011,34.10333333333333,0.6566666666666667,high
552,552,39237,BlackRock Asset Management Ireland - ETF,Z91QPJ957,iShares Edge MSCI Europe Size Factor UCITS ETF EUR (Acc),0.25,0.0,0.0,0.0,0.0,0.0,0.0,25.11,52.56,0.0,0.0,0.0,0.0,20.21,1.31,0.81,11.26,7.33,14.7,6.0,2.14,15.56,7.32,21.73,0.0,6.12,3.44,1.29,3.11,Z922YZ8H8,Europe Mid-Cap Equity,EUCA000850,0.0,Equity,Fund,0.19603740434544265,-1.4040700000000002,0.0,6.9428199999999975,4.12391,-1.4040700000000002,6.9428199999999975,4.12391,0.03,0.43,0.33,23.15,21.79,19.05,Z922YZGG1,1.77,2.03,1.92,3.2208866666666665,21.33,1.9066666666666665,medium
553,553,39238,Vanguard Group (Ireland) Limited,Z94DVESE7,Vanguard FTSE Developed World UCITS ETF USD Accumulation,0.0,0.0,2.91,0.06,2.64,3.04,0.07,5.16,9.21,7.03,0.15,0.22,0.0,4.64,64.7,0.17,4.52,6.76,10.35,7.46,5.15,16.13,13.45,10.7,0.0,2.94,19.42,0.29,2.83,Z922YZ8P0,Global Large-Cap Blend Equity,EUCA000555,0.0,Equity,Fund,0.1882375764711,-7.318510000000002,0.0,9.8107,0.0,-7.318510000000002,9.8107,0.0,-0.35,0.51,0.0,23.12,20.39,0.0,Z94DVDF37,1.76,1.55,0.0,0.8307299999999996,14.503333333333336,1.1033333333333333,low
554,554,39239,State Street Global Advisors Ltd,Z920DE0P2,SPDR® MSCI World Utilities UCITS ETF USD Acc,0.3,0.0,2.03,0.0,1.63,3.74,0.0,1.29,19.72,2.09,0.0,0.0,0.0,5.85,62.47,1.18,0.0,0.0,0.0,0.0,0.62,0.0,0.0,1.61,0.0,0.0,0.0,1.17,96.6,Z922YZ8S4,Sector Equity Utilities,EUCA000543,0.0,Equity,Fund,0.17321005146121066,-5.10801,6.23031,2.65061,6.92408,-5.10801,2.65062,6.92408,-0.32,0.18,0.43,19.49,17.46,15.01,Z922YZN57,0.06,0.08,0.09,1.4888966666666663,17.32,0.07666666666666667,medium
555,555,39240,VanEck Asset Management B.V.,Z95HUN3H8,VanEck Smart Home Active UCITS ETF A USD Acc,0.85,0.0,1.46,0.87,0.0,0.0,1.78,3.0,10.83,3.61,1.05,0.0,0.0,0.0,77.33,0.07,0.0,18.88,13.83,3.0,0.0,1.41,14.4,10.62,0.0,6.68,28.55,0.07,2.56,Z95HBA6E1,Sector Equity Technology,EUCA000542,0.0,Equity,Fund,0.18415399534141605,-28.21653,0.0,0.0,0.0,-28.21653,0.0,0.0,-1.26,0.0,0.0,25.82,0.0,0.0,Z95HBA6H4,8.45,0.0,0.0,-9.40551,8.606666666666667,2.8166666666666664,low
556,556,39241,DWS Investment S.A. (ETF),Z91M8L000,Xtrackers MSCI World Quality UCITS ETF 1C,0.25,0.0,1.05,0.0,2.69,1.38,0.0,10.39,7.59,2.65,0.0,0.05,0.0,4.41,69.77,0.02,4.47,6.94,10.14,8.04,5.4,17.27,13.34,10.81,0.0,2.71,17.86,0.03,2.99,Z922YZ953,Global Large-Cap Blend Equity,EUCA000555,0.0,Equity,Fund,0.17120936982419793,-7.436439999999997,0.0,9.09493,7.38646,-7.436439999999997,9.09493,7.38646,-0.35,0.48,0.4,23.07,20.24,18.06,Z922YZGJ5,2.76,3.92,3.35,3.0149833333333333,20.456666666666667,3.3433333333333333,medium
557,557,39242,iShares,Z915PAXE6,iShares MSCI India Index ETF,0.99,0.0,0.0,99.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,8.33,3.41,12.61,14.61,11.25,25.46,2.72,1.92,0.0,0.42,16.34,0.37,2.56,Z922YZ995,India Equity,EUCA000520,0.0,Equity,Fund,0.2476131473492997,-11.56182,5.27956,7.95966,3.23429,-11.56182,7.95966,3.23429,-0.77,0.4,0.19,17.63,24.17,21.36,Z922YZLC4,1.49,1.21,1.03,-0.12262333333333345,21.053333333333327,1.2433333333333334,medium
